YEAR,MONTH,DAY,DAY_OF_WEEK,AIRLINE,FLIGHT_NUMBER,TAIL_NUMBER,ORIGIN_AIRPORT,DESTINATION_AIRPORT,SCHEDULED_DEPARTURE,DEPARTURE_TIME,DEPARTURE_DELAY,TAXI_OUT,WHEELS_OFF,SCHEDULED_TIME,ELAPSED_TIME,AIR_TIME,DISTANCE,WHEELS_ON,TAXI_IN,SCHEDULED_ARRIVAL,ARRIVAL_TIME,ARRIVAL_DELAY,DIVERTED,CANCELLED,CANCELLATION_REASON,AIR_SYSTEM_DELAY,SECURITY_DELAY,AIRLINE_DELAY,LATE_AIRCRAFT_DELAY,WEATHER_DELAY,DELAYED,DEP_HOUR,SEASON,IS_WEEKEND,IS_PEAK_DELAY_HOUR,WEATHER_IMPACT
2015,1,3,6,AS,50,N764AS,BRW,ANC,1855,1841.0,-14.0,7.0,1848.0,112.0,108.0,98.0,725,2026.0,3.0,2047,2029.0,-18.0,0,0,,,,,,0.0,0,18,Winter,1,1,0
2015,2,16,1,WN,804,N451WN,DAL,STL,1640,1728.0,48.0,8.0,1736.0,95.0,85.0,71.0,546,1847.0,6.0,1815,1853.0,38.0,0,0,,0.0,0.0,3.0,35.0,0.0,1,16,Winter,0,1,0
2015,6,7,7,OO,6414,N135SY,DFW,SFO,1700,1829.0,89.0,22.0,1851.0,235.0,240.0,215.0,1464,2026.0,3.0,1855,2029.0,94.0,0,0,,5.0,0.0,1.0,88.0,0.0,1,17,Summer,1,1,0
2015,2,24,2,EV,4730,N29906,ORD,DAY,1055,1050.0,-5.0,14.0,1104.0,69.0,59.0,40.0,240,1244.0,5.0,1304,1249.0,-15.0,0,0,,,,,,0.0,0,10,Winter,0,0,0
2015,6,5,5,AS,832,N577AS,LIH,SEA,1310,1255.0,-15.0,8.0,1303.0,337.0,343.0,328.0,2701,2131.0,7.0,2147,2138.0,-9.0,0,0,,,,,,0.0,0,13,Summer,0,0,0
2015,11,9,1,AA,340,N4XMAA,MCI,DFW,1433,1429.0,-4.0,13.0,1442.0,101.0,97.0,72.0,460,1554.0,12.0,1614,1606.0,-8.0,0,0,,,,,,0.0,0,14,Fall,0,0,0
2015,12,13,7,AS,103,N423AS,SEA,ANC,1555,1551.0,-4.0,13.0,1604.0,228.0,226.0,210.0,1448,1834.0,3.0,1843,1837.0,-6.0,0,0,,,,,,0.0,0,15,Winter,1,0,0
2015,5,30,6,MQ,3600,N855MQ,DFW,SAF,1519,1525.0,6.0,19.0,1544.0,115.0,100.0,78.0,551,1602.0,3.0,1614,1605.0,-9.0,0,0,,,,,,0.0,0,15,Spring,1,0,0
2015,1,17,6,EV,3927,N14203,IAH,MAF,845,841.0,-4.0,13.0,854.0,94.0,85.0,69.0,429,1003.0,3.0,1019,1006.0,-13.0,0,0,,,,,,0.0,0,8,Winter,1,0,0
2015,12,28,1,B6,634,N645JB,PBI,DCA,1309,1300.0,-9.0,18.0,1318.0,134.0,132.0,111.0,857,1509.0,3.0,1523,1512.0,-11.0,0,0,,,,,,0.0,0,13,Winter,0,0,0
2015,12,31,4,WN,3985,N488WN,RNO,PHX,630,628.0,-2.0,18.0,646.0,105.0,101.0,78.0,601,904.0,5.0,915,909.0,-6.0,0,0,,,,,,0.0,0,6,Winter,0,0,0
2015,11,19,4,DL,925,N623DL,AUS,ATL,1651,1711.0,20.0,13.0,1724.0,132.0,116.0,97.0,813,2001.0,6.0,2003,2007.0,4.0,0,0,,,,,,0.0,0,16,Fall,0,1,0
2015,4,7,2,OO,4640,N440SW,FWA,ATL,1753,1823.0,30.0,16.0,1839.0,106.0,107.0,81.0,508,2000.0,10.0,1939,2010.0,31.0,0,0,,1.0,0.0,6.0,24.0,0.0,1,17,Spring,0,1,0
2015,8,14,5,DL,2221,N136DL,MSP,SEA,900,856.0,-4.0,13.0,909.0,219.0,229.0,199.0,1399,1028.0,17.0,1039,1045.0,6.0,0,0,,,,,,0.0,0,9,Summer,0,0,0
2015,4,25,6,MQ,3150,N661MQ,MIA,CVG,930,925.0,-5.0,19.0,944.0,166.0,164.0,140.0,948,1204.0,5.0,1216,1209.0,-7.0,0,0,,,,,,0.0,0,9,Spring,1,0,0
2015,7,5,7,DL,2115,N682DA,ABQ,MSP,1500,1456.0,-4.0,24.0,1520.0,149.0,163.0,135.0,981,1835.0,4.0,1829,1839.0,10.0,0,0,,,,,,0.0,0,15,Summer,1,0,0
2015,9,3,4,WN,3121,N352SW,DEN,IND,1010,1007.0,-3.0,17.0,1024.0,145.0,142.0,121.0,977,1425.0,4.0,1435,1429.0,-6.0,0,0,,,,,,0.0,0,10,Fall,0,0,0
2015,5,6,3,EV,3819,N13914,GSP,ORD,1030,1026.0,-4.0,8.0,1034.0,120.0,104.0,90.0,578,1104.0,6.0,1130,1110.0,-20.0,0,0,,,,,,0.0,0,10,Spring,0,0,0
2015,11,15,7,EV,4477,N11107,RIC,IAH,1230,1242.0,12.0,10.0,1252.0,200.0,191.0,168.0,1157,1440.0,13.0,1450,1453.0,3.0,0,0,,,,,,0.0,0,12,Fall,1,0,0
2015,3,19,4,MQ,3693,N686MQ,LIT,DFW,1550,1619.0,29.0,9.0,1628.0,80.0,81.0,56.0,304,1724.0,16.0,1710,1740.0,30.0,0,0,,1.0,0.0,0.0,29.0,0.0,1,15,Spring,0,0,0
2015,8,27,4,DL,1950,N338NW,SLC,DTW,730,724.0,-6.0,12.0,736.0,209.0,203.0,183.0,1481,1239.0,8.0,1259,1247.0,-12.0,0,0,,,,,,0.0,0,7,Summer,0,0,0
2015,10,18,7,UA,522,N488UA,12889,12892,1210,1208.0,-2.0,43.0,1251.0,74.0,93.0,40.0,236,1331.0,10.0,1324,1341.0,17.0,0,0,,17.0,0.0,0.0,0.0,0.0,1,12,Fall,1,0,0
2015,8,19,3,UA,1156,N36272,EWR,SAN,1440,1623.0,103.0,64.0,1727.0,354.0,390.0,322.0,2425,1949.0,4.0,1734,1953.0,139.0,0,0,,36.0,0.0,11.0,92.0,0.0,1,14,Summer,0,0,0
2015,3,26,4,AA,350,N3ENAA,ORD,LGA,1750,1846.0,56.0,42.0,1928.0,124.0,164.0,113.0,733,2221.0,9.0,2054,2230.0,96.0,0,0,,91.0,0.0,0.0,5.0,0.0,1,17,Spring,0,1,0
2015,3,4,3,WN,444,N8621A,SJC,AUS,850,846.0,-4.0,10.0,856.0,195.0,191.0,175.0,1476,1351.0,6.0,1405,1357.0,-8.0,0,0,,,,,,0.0,0,8,Spring,0,0,0
2015,1,24,6,AA,1406,N3ABAA,MIA,JFK,2105,2103.0,-2.0,11.0,2114.0,171.0,150.0,135.0,1089,2329.0,4.0,2356,2333.0,-23.0,0,0,,,,,,0.0,0,21,Winter,1,0,0
2015,8,22,6,VX,352,N841VA,SAN,SFO,700,655.0,-5.0,16.0,711.0,85.0,99.0,77.0,447,828.0,6.0,825,834.0,9.0,0,0,,,,,,0.0,0,7,Summer,1,0,0
2015,11,8,7,HA,19,N592HA,SMF,HNL,735,733.0,-2.0,11.0,744.0,355.0,351.0,330.0,2462,1114.0,10.0,1130,1124.0,-6.0,0,0,,,,,,0.0,0,7,Fall,1,0,0
2015,4,19,7,UA,276,N448UA,CLE,DEN,909,904.0,-5.0,14.0,918.0,196.0,183.0,160.0,1201,958.0,9.0,1025,1007.0,-18.0,0,0,,,,,,0.0,0,9,Spring,1,0,0
2015,3,27,5,MQ,3281,N503MQ,CMH,LGA,1330,1337.0,7.0,9.0,1346.0,98.0,77.0,65.0,479,1451.0,3.0,1508,1454.0,-14.0,0,0,,,,,,0.0,0,13,Spring,0,0,0
2015,6,29,1,WN,3239,N203WN,LAX,MKE,1850,1844.0,-6.0,9.0,1853.0,235.0,247.0,231.0,1756,44.0,7.0,45,51.0,6.0,0,0,,,,,,0.0,0,18,Summer,0,1,0
2015,8,24,1,DL,2469,N143DA,ANC,ATL,1950,1952.0,2.0,13.0,2005.0,418.0,399.0,380.0,3417,625.0,6.0,648,631.0,-17.0,0,0,,,,,,0.0,0,19,Summer,0,1,0
2015,3,25,3,UA,1237,N39726,ORD,LGA,1500,1456.0,-4.0,19.0,1515.0,128.0,119.0,96.0,733,1751.0,4.0,1808,1755.0,-13.0,0,0,,,,,,0.0,0,15,Spring,0,0,0
2015,8,3,1,UA,471,N544UA,LIH,LAX,1310,1257.0,-13.0,10.0,1307.0,340.0,313.0,290.0,2615,2057.0,13.0,2150,2110.0,-40.0,0,0,,,,,,0.0,0,13,Summer,0,0,0
2015,9,30,3,AA,372,N4XGAA,DFW,DEN,1040,1043.0,3.0,29.0,1112.0,127.0,125.0,92.0,641,1144.0,4.0,1147,1148.0,1.0,0,0,,,,,,0.0,0,10,Fall,0,0,0
2015,12,23,3,AA,196,N5FLAA,STT,JFK,1406,1420.0,14.0,20.0,1440.0,264.0,280.0,230.0,1623,1730.0,30.0,1730,1800.0,30.0,0,0,,16.0,0.0,0.0,14.0,0.0,1,14,Winter,0,0,0
2015,4,6,1,DL,2336,N814DN,MSP,MKE,2146,2141.0,-5.0,10.0,2151.0,68.0,63.0,47.0,297,2238.0,6.0,2254,2244.0,-10.0,0,0,,,,,,0.0,0,21,Spring,0,0,0
2015,6,23,2,WN,133,N7708E,SNA,SJC,1855,1927.0,32.0,9.0,1936.0,70.0,66.0,54.0,342,2030.0,3.0,2005,2033.0,28.0,0,0,,0.0,0.0,17.0,11.0,0.0,1,18,Summer,0,1,0
2015,6,8,1,US,1761,N835AW,DCA,TPA,1720,1827.0,67.0,25.0,1852.0,144.0,144.0,115.0,814,2047.0,4.0,1944,2051.0,67.0,0,0,,0.0,0.0,0.0,67.0,0.0,1,17,Summer,0,1,0
2015,3,22,7,WN,3415,N8317M,SFO,DAL,615,612.0,-3.0,15.0,627.0,205.0,197.0,176.0,1476,1123.0,6.0,1140,1129.0,-11.0,0,0,,,,,,0.0,0,6,Spring,1,0,0
2015,3,21,6,EV,4936,N981EV,EWN,ATL,655,700.0,5.0,8.0,708.0,95.0,86.0,71.0,433,819.0,7.0,830,826.0,-4.0,0,0,,,,,,0.0,0,6,Spring,1,0,0
2015,1,17,6,EV,4177,N14186,PWM,ORD,1515,1514.0,-1.0,7.0,1521.0,177.0,170.0,145.0,900,1646.0,18.0,1712,1704.0,-8.0,0,0,,,,,,0.0,0,15,Winter,1,0,0
2015,7,7,2,NK,742,N616NK,DFW,MSP,1537,1609.0,32.0,20.0,1629.0,143.0,143.0,113.0,852,1822.0,10.0,1800,1832.0,32.0,0,0,,27.0,0.0,5.0,0.0,0.0,1,15,Summer,0,0,0
2015,9,24,4,OO,7397,N675BR,SLC,SGU,2200,2157.0,-3.0,17.0,2214.0,62.0,66.0,43.0,272,2257.0,6.0,2302,2303.0,1.0,0,0,,,,,,0.0,0,22,Fall,0,0,0
2015,11,3,2,EV,5038,N850AS,ATL,SBN,1511,1506.0,-5.0,14.0,1520.0,115.0,122.0,78.0,566,1638.0,30.0,1706,1708.0,2.0,0,0,,,,,,0.0,0,15,Fall,0,0,0
2015,10,18,7,WN,1297,N8659D,11259,14107,925,923.0,-2.0,8.0,931.0,155.0,136.0,123.0,879,934.0,5.0,1000,939.0,-21.0,0,0,,,,,,0.0,0,9,Fall,1,0,0
2015,10,9,5,EV,6037,N11150,12266,10279,1430,1424.0,-6.0,7.0,1431.0,106.0,97.0,77.0,517,1548.0,13.0,1616,1601.0,-15.0,0,0,,,,,,0.0,0,14,Fall,0,0,0
2015,4,6,1,EV,5437,N724EV,ATW,MSP,656,652.0,-4.0,56.0,748.0,81.0,111.0,53.0,236,841.0,2.0,817,843.0,26.0,0,0,,26.0,0.0,0.0,0.0,0.0,1,6,Spring,0,0,0
2015,5,5,2,EV,5163,N730EV,CLE,MSP,1525,1520.0,-5.0,10.0,1530.0,122.0,119.0,100.0,622,1610.0,9.0,1627,1619.0,-8.0,0,0,,,,,,0.0,0,15,Spring,0,0,0
2015,9,14,1,WN,2674,N687SW,SAN,PHX,1210,1219.0,9.0,9.0,1228.0,70.0,60.0,46.0,304,1314.0,5.0,1320,1319.0,-1.0,0,0,,,,,,0.0,0,12,Fall,0,0,0
2015,12,20,7,DL,2525,N949AT,BHM,ATL,1840,1834.0,-6.0,10.0,1844.0,65.0,43.0,28.0,134,2012.0,5.0,2045,2017.0,-28.0,0,0,,,,,,0.0,0,18,Winter,1,1,0
2015,7,18,6,WN,1987,N8655D,HOU,ECP,1110,1113.0,3.0,8.0,1121.0,95.0,91.0,78.0,571,1239.0,5.0,1245,1244.0,-1.0,0,0,,,,,,0.0,0,11,Summer,1,0,0
2015,12,17,4,WN,1808,N788SA,PDX,SJC,1850,1908.0,18.0,7.0,1915.0,100.0,106.0,95.0,569,2050.0,4.0,2030,2054.0,24.0,0,0,,6.0,0.0,7.0,11.0,0.0,1,18,Winter,0,1,0
2015,1,21,3,B6,615,N945JB,JFK,SFO,945,940.0,-5.0,26.0,1006.0,397.0,369.0,330.0,2586,1236.0,13.0,1322,1249.0,-33.0,0,0,,,,,,0.0,0,9,Winter,0,0,0
2015,3,4,3,AA,2272,N501AA,SAT,DFW,623,632.0,9.0,10.0,642.0,67.0,55.0,37.0,247,719.0,8.0,730,727.0,-3.0,0,0,,,,,,0.0,0,6,Spring,0,0,0
2015,1,1,4,NK,562,N510NK,LAS,DEN,801,756.0,-5.0,11.0,807.0,108.0,108.0,87.0,628,1034.0,10.0,1049,1044.0,-5.0,0,0,,,,,,0.0,0,8,Winter,0,0,0
2015,9,28,1,WN,1758,N445WN,SAN,RNO,1005,1000.0,-5.0,10.0,1010.0,90.0,80.0,65.0,488,1115.0,5.0,1135,1120.0,-15.0,0,0,,,,,,0.0,0,10,Fall,0,0,0
2015,6,14,7,MQ,3251,N931MQ,ORD,BIS,1215,1213.0,-2.0,17.0,1230.0,146.0,128.0,108.0,716,1418.0,3.0,1441,1421.0,-20.0,0,0,,,,,,0.0,0,12,Summer,1,0,0
2015,1,18,7,MQ,3412,N827MQ,ORD,TYS,1240,1237.0,-3.0,11.0,1248.0,91.0,97.0,62.0,475,1450.0,24.0,1511,1514.0,3.0,0,0,,,,,,0.0,0,12,Winter,1,0,0
2015,4,4,6,WN,2688,N642WN,LAX,OAK,2025,2027.0,2.0,12.0,2039.0,80.0,77.0,58.0,337,2137.0,7.0,2145,2144.0,-1.0,0,0,,,,,,0.0,0,20,Spring,1,1,0
2015,2,14,6,US,574,N658AW,SFO,PHX,1159,1152.0,-7.0,12.0,1204.0,119.0,110.0,91.0,651,1435.0,7.0,1458,1442.0,-16.0,0,0,,,,,,0.0,0,11,Winter,1,0,0
2015,5,27,3,WN,486,N523SW,HRL,AUS,1410,1425.0,15.0,6.0,1431.0,65.0,58.0,48.0,273,1519.0,4.0,1515,1523.0,8.0,0,0,,,,,,0.0,0,14,Spring,0,0,0
2015,5,14,4,HA,2,N395HA,HNL,LAX,1440,1439.0,-1.0,17.0,1456.0,325.0,317.0,293.0,2556,2249.0,7.0,2305,2256.0,-9.0,0,0,,,,,,0.0,0,14,Spring,0,0,0
2015,3,15,7,AA,1152,N3GVAA,DFW,LGA,1605,1643.0,38.0,61.0,1744.0,189.0,271.0,206.0,1389,2210.0,4.0,2014,2214.0,120.0,0,0,,120.0,0.0,0.0,0.0,0.0,1,16,Spring,1,1,0
2015,3,8,7,DL,553,N6710E,SAT,ATL,725,729.0,4.0,10.0,739.0,130.0,127.0,106.0,874,1025.0,11.0,1035,1036.0,1.0,0,0,,,,,,0.0,0,7,Spring,1,0,0
2015,4,2,4,MQ,3565,N856MQ,GSO,LGA,1055,1048.0,-7.0,19.0,1107.0,94.0,97.0,70.0,461,1217.0,8.0,1229,1225.0,-4.0,0,0,,,,,,0.0,0,10,Spring,0,0,0
2015,8,2,7,WN,4565,N569WN,MCO,ISP,655,705.0,10.0,7.0,712.0,150.0,138.0,127.0,971,919.0,4.0,925,923.0,-2.0,0,0,,,,,,0.0,0,6,Summer,1,0,0
2015,6,24,3,WN,623,N396SW,ATL,MKE,940,944.0,4.0,27.0,1011.0,130.0,127.0,95.0,669,1046.0,5.0,1050,1051.0,1.0,0,0,,,,,,0.0,0,9,Summer,0,0,0
2015,6,24,3,WN,3953,N8616C,SAN,DEN,1045,1044.0,-1.0,7.0,1051.0,140.0,126.0,110.0,853,1341.0,9.0,1405,1350.0,-15.0,0,0,,,,,,0.0,0,10,Summer,0,0,0
2015,8,31,1,AS,55,N568AS,BRW,FAI,1148,1223.0,35.0,5.0,1228.0,81.0,76.0,67.0,503,1335.0,4.0,1309,1339.0,30.0,0,0,,0.0,0.0,5.0,25.0,0.0,1,11,Summer,0,0,0
2015,5,11,1,WN,3580,N247WN,MDW,STL,950,1018.0,28.0,8.0,1026.0,60.0,61.0,51.0,251,1117.0,2.0,1050,1119.0,29.0,0,0,,1.0,0.0,28.0,0.0,0.0,1,9,Spring,0,0,0
2015,8,10,1,DL,520,N555NW,ATL,ABQ,1645,1653.0,8.0,32.0,1725.0,203.0,203.0,166.0,1269,1811.0,5.0,1808,1816.0,8.0,0,0,,,,,,0.0,0,16,Summer,0,1,0
2015,7,1,3,UA,1632,N39461,ORD,LAX,1222,1230.0,8.0,25.0,1255.0,256.0,248.0,216.0,1744,1431.0,7.0,1438,1438.0,0.0,0,0,,,,,,0.0,0,12,Summer,0,0,0
2015,2,20,5,UA,1670,N37281,SFO,HNL,1915,1951.0,36.0,25.0,2016.0,352.0,361.0,330.0,2398,2346.0,6.0,2307,2352.0,45.0,0,0,,9.0,0.0,36.0,0.0,0.0,1,19,Winter,0,1,0
2015,5,24,7,AA,1168,N3GAAA,ORD,MIA,920,912.0,-8.0,12.0,924.0,195.0,170.0,151.0,1197,1255.0,7.0,1335,1302.0,-33.0,0,0,,,,,,0.0,0,9,Spring,1,0,0
2015,5,20,3,WN,287,N226WN,BUR,DEN,745,750.0,5.0,7.0,757.0,135.0,123.0,111.0,850,1048.0,5.0,1100,1053.0,-7.0,0,0,,,,,,0.0,0,7,Spring,0,0,0
2015,9,1,2,DL,2423,N139DL,DTW,SEA,835,831.0,-4.0,18.0,849.0,293.0,301.0,273.0,1927,1022.0,10.0,1028,1032.0,4.0,0,0,,,,,,0.0,0,8,Fall,0,0,0
2015,5,7,4,VX,413,N837VA,JFK,LAX,1659,1659.0,0.0,31.0,1730.0,391.0,406.0,370.0,2475,2040.0,5.0,2030,2045.0,15.0,0,0,,15.0,0.0,0.0,0.0,0.0,1,16,Spring,0,1,0
2015,10,3,6,B6,2589,N821JB,12889,14771,1645,1640.0,-5.0,13.0,1653.0,99.0,94.0,70.0,414,1803.0,11.0,1824,1814.0,-10.0,0,0,,,,,,0.0,0,16,Fall,1,1,0
2015,7,21,2,WN,4004,N955WN,FLL,BWI,1300,1253.0,-7.0,15.0,1308.0,155.0,147.0,120.0,925,1508.0,12.0,1535,1520.0,-15.0,0,0,,,,,,0.0,0,13,Summer,0,0,0
2015,3,17,2,DL,1466,N348NW,ATL,GSO,1456,1454.0,-2.0,14.0,1508.0,78.0,71.0,52.0,306,1600.0,5.0,1614,1605.0,-9.0,0,0,,,,,,0.0,0,14,Spring,0,0,0
2015,7,23,4,F9,916,N938FR,DEN,ORD,600,554.0,-6.0,11.0,605.0,140.0,138.0,114.0,888,859.0,13.0,920,912.0,-8.0,0,0,,,,,,0.0,0,6,Summer,0,0,0
2015,6,1,1,HA,339,N475HA,OGG,LIH,1130,1124.0,-6.0,8.0,1132.0,45.0,50.0,36.0,201,1208.0,6.0,1215,1214.0,-1.0,0,0,,,,,,0.0,0,11,Summer,0,0,0
2015,10,19,1,AA,1221,N3BPAA,10423,11298,1845,1916.0,31.0,21.0,1937.0,73.0,79.0,39.0,190,2016.0,19.0,1958,2035.0,37.0,0,0,,6.0,0.0,0.0,31.0,0.0,1,18,Fall,0,1,0
2015,8,26,3,DL,1219,N545US,LAX,OGG,1745,1741.0,-4.0,16.0,1757.0,339.0,339.0,318.0,2486,2015.0,5.0,2024,2020.0,-4.0,0,0,,,,,,0.0,0,17,Summer,0,1,0
2015,6,25,4,WN,3228,N469WN,PHX,BNA,1930,1955.0,25.0,11.0,2006.0,195.0,192.0,176.0,1449,102.0,5.0,45,107.0,22.0,0,0,,0.0,0.0,2.0,20.0,0.0,1,19,Summer,0,1,0
2015,10,11,7,WN,264,N655WN,11292,10874,1750,1846.0,56.0,15.0,1901.0,165.0,158.0,139.0,1224,2320.0,4.0,2235,2324.0,49.0,0,0,,0.0,0.0,2.0,47.0,0.0,1,17,Fall,1,1,0
2015,7,22,3,EV,4930,N718EV,LGA,RDU,1630,1630.0,0.0,56.0,1726.0,120.0,129.0,68.0,431,1834.0,5.0,1830,1839.0,9.0,0,0,,,,,,0.0,0,16,Summer,0,1,0
2015,1,21,3,AA,1423,N3KUAA,PBI,DFW,737,734.0,-3.0,10.0,744.0,198.0,188.0,169.0,1102,933.0,9.0,955,942.0,-13.0,0,0,,,,,,0.0,0,7,Winter,0,0,0
2015,2,23,1,EV,4450,N17524,GPT,IAH,1820,1810.0,-10.0,10.0,1820.0,92.0,96.0,74.0,376,1934.0,12.0,1952,1946.0,-6.0,0,0,,,,,,0.0,0,18,Winter,0,1,0
2015,9,21,1,DL,1161,N961DL,DAY,ATL,1419,1415.0,-4.0,11.0,1426.0,105.0,95.0,79.0,432,1545.0,5.0,1604,1550.0,-14.0,0,0,,,,,,0.0,0,14,Fall,0,0,0
2015,10,29,4,WN,2544,N603SW,13796,12889,2110,2110.0,0.0,12.0,2122.0,80.0,79.0,63.0,407,2225.0,4.0,2230,2229.0,-1.0,0,0,,,,,,0.0,0,21,Fall,0,0,0
2015,7,18,6,WN,387,N7704B,BDL,MCO,1850,1850.0,0.0,7.0,1857.0,175.0,151.0,138.0,1050,2115.0,6.0,2145,2121.0,-24.0,0,0,,,,,,0.0,0,18,Summer,1,1,0
2015,9,22,2,WN,3095,N704SW,SLC,DEN,945,944.0,-1.0,19.0,1003.0,80.0,85.0,59.0,391,1102.0,7.0,1105,1109.0,4.0,0,0,,,,,,0.0,0,9,Fall,0,0,0
2015,5,30,6,OO,4529,N426SW,GRR,MSP,1307,1305.0,-2.0,15.0,1320.0,90.0,93.0,72.0,408,1332.0,6.0,1337,1338.0,1.0,0,0,,,,,,0.0,0,13,Spring,1,0,0
2015,11,11,3,DL,2562,N994AT,ATL,ATW,1935,1940.0,5.0,21.0,2001.0,137.0,131.0,106.0,765,2047.0,4.0,2052,2051.0,-1.0,0,0,,,,,,0.0,0,19,Fall,0,1,0
2015,1,29,4,DL,1719,N828DN,DTW,LAX,1200,1202.0,2.0,20.0,1222.0,310.0,290.0,266.0,1979,1348.0,4.0,1410,1352.0,-18.0,0,0,,,,,,0.0,0,12,Winter,0,0,0
2015,11,26,4,DL,1801,N374NW,RNO,SLC,620,618.0,-2.0,11.0,629.0,92.0,75.0,60.0,422,829.0,4.0,852,833.0,-19.0,0,0,,,,,,0.0,0,6,Fall,0,0,0
2015,6,1,1,WN,442,N795SW,SAT,HOU,630,628.0,-2.0,6.0,634.0,50.0,41.0,31.0,192,705.0,4.0,720,709.0,-11.0,0,0,,,,,,0.0,0,6,Summer,0,0,0
2015,3,3,2,US,471,N190UW,LAS,PHX,1000,1007.0,7.0,17.0,1024.0,66.0,68.0,47.0,255,1211.0,4.0,1206,1215.0,9.0,0,0,,,,,,0.0,0,10,Spring,0,0,0
2015,3,20,5,US,1776,N957UW,PHL,BOS,1215,1257.0,42.0,46.0,1343.0,72.0,99.0,45.0,280,1428.0,8.0,1327,1436.0,69.0,0,0,,27.0,0.0,0.0,0.0,42.0,1,12,Spring,0,0,1
2015,11,10,2,OO,2979,N868CA,PHX,BFL,2105,2103.0,-2.0,25.0,2128.0,94.0,99.0,70.0,425,2138.0,4.0,2139,2142.0,3.0,0,0,,,,,,0.0,0,21,Fall,0,0,0
2015,9,23,3,UA,441,N588UA,JFK,LAX,617,608.0,-9.0,16.0,624.0,365.0,343.0,318.0,2475,842.0,9.0,922,851.0,-31.0,0,0,,,,,,0.0,0,6,Fall,0,0,0
2015,7,31,5,AA,1729,N180US,CLT,MCO,1120,1117.0,-3.0,13.0,1130.0,94.0,91.0,73.0,468,1243.0,5.0,1254,1248.0,-6.0,0,0,,,,,,0.0,0,11,Summer,0,0,0
2015,12,1,2,UA,1284,N14231,SAT,DEN,900,853.0,-7.0,10.0,903.0,144.0,143.0,109.0,794,952.0,24.0,1024,1016.0,-8.0,0,0,,,,,,0.0,0,9,Winter,0,0,0
2015,6,1,1,WN,149,N903WN,SJC,LAX,1510,1509.0,-1.0,17.0,1526.0,65.0,80.0,50.0,308,1616.0,13.0,1615,1629.0,14.0,0,0,,,,,,0.0,0,15,Summer,0,0,0
2015,9,8,2,DL,444,N839DN,SLC,JFK,1110,1109.0,-1.0,16.0,1125.0,279.0,289.0,266.0,1990,1751.0,7.0,1749,1758.0,9.0,0,0,,,,,,0.0,0,11,Fall,0,0,0
2015,9,24,4,OO,5361,N964SW,FWA,ORD,1000,1000.0,0.0,18.0,1018.0,60.0,64.0,33.0,157,951.0,13.0,1000,1004.0,4.0,0,0,,,,,,0.0,0,10,Fall,0,0,0
2015,3,23,1,AA,1156,N3HUAA,DFW,LGA,1650,1750.0,60.0,13.0,1803.0,190.0,180.0,162.0,1389,2145.0,5.0,2100,2150.0,50.0,0,0,,0.0,0.0,24.0,26.0,0.0,1,16,Spring,0,1,0
2015,6,17,3,DL,2528,N925AT,ATL,CLE,1205,1205.0,0.0,10.0,1215.0,102.0,95.0,77.0,554,1332.0,8.0,1347,1340.0,-7.0,0,0,,,,,,0.0,0,12,Summer,0,0,0
2015,5,27,3,DL,895,N895AT,TUL,ATL,1755,1755.0,0.0,10.0,1805.0,109.0,122.0,97.0,674,2042.0,15.0,2044,2057.0,13.0,0,0,,,,,,0.0,0,17,Spring,0,1,0
2015,11,17,2,B6,534,N784JB,SFO,BOS,1140,1147.0,7.0,11.0,1158.0,331.0,340.0,323.0,2704,2021.0,6.0,2011,2027.0,16.0,0,0,,9.0,0.0,5.0,2.0,0.0,1,11,Fall,0,0,0
2015,2,24,2,DL,1842,N964DN,GRR,MSP,720,720.0,0.0,15.0,735.0,105.0,95.0,73.0,408,748.0,7.0,805,755.0,-10.0,0,0,,,,,,0.0,0,7,Winter,0,0,0
2015,12,18,5,UA,1908,N486UA,IAH,PBI,1925,1922.0,-3.0,24.0,1946.0,146.0,138.0,109.0,956,2235.0,5.0,2251,2240.0,-11.0,0,0,,,,,,0.0,0,19,Winter,0,1,0
2015,9,18,5,WN,3206,N442WN,TPA,FLL,1740,1749.0,9.0,10.0,1759.0,60.0,58.0,42.0,197,1841.0,6.0,1840,1847.0,7.0,0,0,,,,,,0.0,0,17,Fall,0,1,0
2015,2,20,5,AS,64,N768AS,PSG,WRG,1524,1527.0,3.0,4.0,1531.0,24.0,19.0,11.0,31,1542.0,4.0,1548,1546.0,-2.0,0,0,,,,,,0.0,0,15,Winter,0,0,0
2015,12,8,2,MQ,3368,N634MQ,DFW,GGG,1330,1323.0,-7.0,11.0,1334.0,51.0,38.0,23.0,140,1357.0,4.0,1421,1401.0,-20.0,0,0,,,,,,0.0,0,13,Winter,0,0,0
2015,11,17,2,DL,1860,N548US,MIA,ATL,1745,1744.0,-1.0,18.0,1802.0,124.0,120.0,90.0,594,1932.0,12.0,1949,1944.0,-5.0,0,0,,,,,,0.0,0,17,Fall,0,1,0
2015,5,5,2,OO,4535,N446SW,SLC,BZN,1559,1554.0,-5.0,13.0,1607.0,81.0,72.0,55.0,347,1702.0,4.0,1720,1706.0,-14.0,0,0,,,,,,0.0,0,15,Spring,0,0,0
2015,8,20,4,WN,1271,N8645A,PHX,DAL,655,653.0,-2.0,11.0,704.0,140.0,129.0,114.0,879,1058.0,4.0,1115,1102.0,-13.0,0,0,,,,,,0.0,0,6,Summer,0,0,0
